Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Cloud9am,Cloud3pm,Temp9am,NextDayRainfall,WindGustDir_E,WindGustDir_ENE,WindGustDir_ESE,WindGustDir_N,WindGustDir_NE,WindGustDir_NNE,WindGustDir_NNW,WindGustDir_NW,WindGustDir_S,WindGustDir_SE,WindGustDir_SSE,WindGustDir_SSW,WindGustDir_SW,WindGustDir_W,WindGustDir_WNW,WindGustDir_WSW,WindDir9am_E,WindDir9am_ENE,WindDir9am_ESE,WindDir9am_N,WindDir9am_NE,WindDir9am_NNE,WindDir9am_NNW,WindDir9am_NW,WindDir9am_S,WindDir9am_SE,WindDir9am_SSE,WindDir9am_SSW,WindDir9am_SW,WindDir9am_W,WindDir9am_WNW,WindDir9am_WSW,WindDir3pm_E,WindDir3pm_ENE,WindDir3pm_ESE,WindDir3pm_N,WindDir3pm_NE,WindDir3pm_NNE,WindDir3pm_NNW,WindDir3pm_NW,WindDir3pm_S,WindDir3pm_SE,WindDir3pm_SSE,WindDir3pm_SSW,WindDir3pm_SW,WindDir3pm_W,WindDir3pm_WNW,WindDir3pm_WSW
2008-07-14,7.9,19.7,0.0,0.2,6.5,31.0,11.0,15.0,86.0,41.0,1026.0,6.0,5.0,11.7,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2008-07-15,9.0,17.1,0.0,2.2,0.8,43.0,22.0,15.0,62.0,90.0,1010.4,5.0,8.0,15.8,24.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008-07-16,10.2,17.1,24.0,1.8,6.7,44.0,19.0,13.0,76.0,54.0,1013.8,6.0,3.0,13.2,2.6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008-07-17,6.7,16.9,2.6,1.2,3.9,46.0,9.0,9.0,87.0,75.0,1015.1,2.0,7.0,10.5,20.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2008-07-18,10.4,17.9,20.6,2.0,3.2,76.0,22.0,30.0,57.0,50.0,1002.3,5.0,6.0,16.8,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008-07-20,1.2,17.0,0.0,1.8,7.8,20.0,7.0,6.0,97.0,52.0,1030.1,1.0,6.0,7.5,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2008-07-21,3.1,17.1,0.0,1.2,4.7,28.0,2.0,6.0,94.0,49.0,1031.1,6.0,5.0,9.1,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-07-22,3.3,18.9,0.0,1.2,7.5,37.0,11.0,15.0,80.0,40.0,1024.8,7.0,7.0,8.9,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2008-07-23,8.9,17.4,0.0,2.8,0.0,43.0,15.0,7.0,68.0,97.0,1013.6,7.0,8.0,14.9,19.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2008-07-24,9.3,18.3,19.2,3.8,8.3,33.0,7.0,15.0,65.0,57.0,1018.0,3.0,4.0,15.6,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008-07-25,7.4,17.0,0.0,2.6,1.9,28.0,7.0,19.0,84.0,88.0,1017.7,7.0,8.0,12.1,12.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-07-26,7.8,19.3,12.6,1.8,9.4,52.0,4.0,2.0,99.0,50.0,1017.8,1.0,2.0,9.0,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2008-07-27,9.0,20.8,4.0,2.0,1.3,39.0,11.0,11.0,94.0,87.0,1009.7,8.0,7.0,13.4,5.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008-07-28,11.8,15.9,5.4,1.6,2.2,44.0,11.0,15.0,97.0,81.0,1008.2,7.0,7.0,14.6,11.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008-07-29,9.7,18.0,11.6,2.0,3.7,39.0,7.0,11.0,93.0,86.0,1012.3,5.0,7.0,12.5,30.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2008-07-30,12.4,16.2,30.6,3.2,5.7,54.0,19.0,24.0,61.0,45.0,1005.1,4.0,6.0,14.4,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008-07-31,6.7,14.1,3.0,4.2,0.0,37.0,4.0,9.0,97.0,76.0,1015.2,2.0,6.0,9.1,7.8,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2008-08-01,7.8,18.1,7.8,1.0,2.0,30.0,11.0,11.0,82.0,86.0,1021.6,7.0,7.0,11.8,18.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-02,11.2,17.5,18.2,0.6,8.2,46.0,22.0,20.0,57.0,51.0,1017.3,1.0,3.0,14.7,0.2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2008-08-03,4.7,17.1,0.2,2.6,9.7,24.0,6.0,15.0,70.0,50.0,1027.5,3.0,3.0,11.2,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2008-08-04,2.1,19.4,0.0,2.0,9.8,22.0,6.0,6.0,78.0,39.0,1033.2,1.0,1.0,9.7,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2008-08-05,2.2,20.3,0.0,2.6,10.0,20.0,7.0,7.0,84.0,40.0,1034.0,1.0,1.0,9.6,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2008-08-08,7.0,17.6,0.0,2.0,10.0,31.0,11.0,13.0,64.0,41.0,1031.7,1.0,2.0,11.4,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-09,8.1,18.0,0.0,4.2,9.9,46.0,17.0,15.0,63.0,42.0,1030.0,1.0,3.0,11.6,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-10,9.1,18.7,0.0,4.4,9.2,39.0,13.0,19.0,52.0,41.0,1028.6,6.0,2.0,12.6,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-11,7.6,20.4,0.0,4.2,9.0,30.0,9.0,9.0,57.0,33.0,1026.9,6.0,1.0,11.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2008-08-12,4.9,17.5,0.0,4.0,7.2,28.0,11.0,15.0,57.0,34.0,1030.4,3.0,5.0,11.7,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-13,5.8,19.7,0.0,3.0,9.9,31.0,7.0,11.0,59.0,27.0,1031.8,1.0,1.0,12.2,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-14,3.3,21.3,0.0,3.4,10.0,33.0,13.0,13.0,49.0,25.0,1030.1,0.0,1.0,13.3,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-15,3.3,23.1,0.0,4.4,10.2,30.0,11.0,9.0,53.0,21.0,1028.1,6.0,2.0,11.9,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-08-16,3.1,23.9,0.0,2.4,10.5,30.0,13.0,9.0,39.0,17.0,1029.5,0.0,4.0,14.9,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2008-08-17,2.5,24.2,0.0,3.4,10.5,28.0,15.0,7.0,41.0,21.0,1032.5,0.0,1.0,14.7,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008-08-18,1.8,22.5,0.0,3.8,10.4,39.0,13.0,17.0,44.0,11.0,1029.5,0.0,3.0,13.2,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2008-08-19,5.5,18.2,0.0,4.0,0.2,30.0,4.0,11.0,77.0,75.0,1025.9,7.0,7.0,11.7,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2008-08-21,8.5,17.6,0.0,4.6,10.2,43.0,15.0,15.0,55.0,35.0,1038.0,7.0,1.0,12.3,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-22,5.5,19.1,0.0,3.0,10.5,41.0,7.0,17.0,58.0,33.0,1034.8,2.0,2.0,11.5,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-23,3.4,21.4,0.0,4.4,10.5,31.0,19.0,9.0,44.0,28.0,1026.6,1.0,1.0,13.3,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2008-08-25,5.0,20.1,0.0,1.6,10.3,30.0,6.0,15.0,79.0,59.0,1022.4,3.0,4.0,12.8,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2008-08-26,6.8,21.2,0.0,3.2,10.4,22.0,11.0,11.0,67.0,42.0,1024.8,1.0,0.0,12.1,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-27,8.7,24.1,0.0,5.4,9.2,30.0,9.0,9.0,53.0,37.0,1017.3,1.0,3.0,16.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2008-08-28,7.1,21.7,0.0,3.2,6.3,26.0,7.0,13.0,79.0,57.0,1014.9,5.0,6.0,12.6,1.2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008-08-29,9.5,18.7,1.2,2.0,9.0,41.0,7.0,20.0,81.0,54.0,1014.0,3.0,4.0,14.7,0.2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-08-30,3.8,16.9,0.2,3.6,9.9,35.0,13.0,19.0,52.0,41.0,1023.1,1.0,4.0,11.7,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-08-31,8.7,18.5,0.0,3.2,1.0,30.0,7.0,15.0,68.0,51.0,1025.1,7.0,7.0,12.3,3.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008-09-01,10.9,18.9,3.4,2.6,3.8,20.0,7.0,9.0,97.0,61.0,1024.8,7.0,6.0,12.5,0.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-09-02,5.4,22.9,0.2,2.8,10.7,22.0,6.0,6.0,81.0,43.0,1024.9,1.0,3.0,14.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008-09-04,11.3,19.4,0.0,3.8,9.8,39.0,15.0,19.0,62.0,47.0,1022.5,1.0,2.0,15.2,1.2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-09-05,9.8,21.6,1.2,4.2,10.6,41.0,11.0,24.0,69.0,57.0,1021.9,1.0,1.0,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-09-06,9.7,19.4,0.0,4.6,10.7,28.0,11.0,17.0,58.0,32.0,1024.1,1.0,0.0,13.4,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2008-09-07,5.7,20.1,0.0,4.4,10.5,35.0,9.0,11.0,57.0,41.0,1026.0,1.0,1.0,13.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-09-08,5.3,22.4,0.0,5.6,10.1,30.0,7.0,15.0,61.0,37.0,1022.8,6.0,5.0,13.9,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-09-09,4.6,21.3,0.0,2.8,10.6,30.0,4.0,17.0,68.0,44.0,1018.7,1.0,1.0,14.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008-09-10,7.7,18.9,0.0,3.6,2.9,31.0,7.0,17.0,79.0,46.0,1017.7,7.0,6.0,13.4,0.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2008-09-11,13.4,20.5,0.8,2.6,7.0,46.0,19.0,20.0,71.0,62.0,1014.1,3.0,4.0,17.3,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008-09-12,15.2,20.9,0.4,4.4,3.3,52.0,11.0,19.0,60.0,87.0,1011.4,7.0,6.0,17.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2008-09-13,11.8,17.6,6.0,4.2,5.2,59.0,17.0,17.0,73.0,55.0,1013.5,5.0,7.0,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-09-14,13.6,19.6,0.0,5.2,4.7,54.0,22.0,26.0,64.0,57.0,1015.5,7.0,6.0,16.3,1.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008-09-15,6.2,20.3,1.2,2.8,8.6,26.0,9.0,9.0,55.0,34.0,1023.0,5.0,6.0,14.1,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2008-09-16,4.7,22.5,0.0,2.2,10.3,30.0,6.0,15.0,50.0,38.0,1012.2,1.0,1.0,15.6,8.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008-09-17,11.6,19.0,8.2,4.4,5.4,41.0,17.0,13.0,90.0,83.0,1007.8,7.0,5.0,16.0,1.8,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2008-09-18,13.2,20.0,1.8,4.0,5.5,56.0,22.0,20.0,58.0,67.0,1010.8,5.0,4.0,18.9,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008-09-19,13.8,20.5,4.0,2.6,4.0,44.0,19.0,19.0,56.0,51.0,1016.8,7.0,6.0,17.2,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2008-09-20,9.5,21.7,0.2,3.0,7.3,31.0,11.0,11.0,58.0,51.0,1021.2,5.0,6.0,18.6,3.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2008-09-21,13.0,17.0,3.4,4.8,4.4,67.0,17.0,20.0,77.0,51.0,1010.4,7.0,5.0,16.9,5.4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2008-09-22,1.0,19.0,5.4,1.6,11.1,37.0,9.0,13.0,57.0,34.0,1028.8,0.0,1.0,11.2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2008-09-23,5.7,23.5,0.0,3.4,9.3,50.0,19.0,17.0,39.0,23.0,1022.8,1.0,6.0,16.5,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2008-09-24,11.3,25.5,0.0,5.2,9.9,50.0,15.0,26.0,36.0,67.0,1011.5,1.0,2.0,21.5,14.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
